brand_url,types,name,rating,price,location,ships,description,planet,people,animals,explanation,updated,updated_month,updated_year
https://directory.goodonyou.eco/brand/three-graces,"tops, dresses, swimwear",Three Graces,It's a start,$$,United Kingdom,Worldwide,"Three Graces houses the ultimate vacation wardrobe, featuring irresistible dresses and beachwear.",3,2,4,"Three Graces's environment rating is 'it's a start'. It uses some eco-friendly materials including organic cotton. It reuses most of its offcuts to minimise textile waste. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. There is no evidence it implements water reduction initiatives.  Its labour rating is 'not good enough'. Its final stage of production is undertaken in the European Union, a low/medium risk country for labour abuse. There is no evidence it has a Code of Conduct. There is no evidence it ensures payment of a living wage in its supply chain. There is no evidence it audits any of its supply chain.  Its animal rating is 'good'. It does not use fur, leather, wool, down, exotic animal skin, exotic animal hair or angora. It uses silk.  Three Graces is rated 'It's a start' overall.",May 2020,May,2020
https://directory.goodonyou.eco/brand/wonderbra,"tops, plus-size",Wonderbra,It's a start,$$,Worldwide,null,Wonderbra traces most of its supply chain but does not use eco-friendly materials,3,4,null,"Wonderbra is owned by Hanesbrands Incorporated. Its environment rating is 'it's a start'. It does not use eco-friendly materials but it recycles some off-cuts created during the manufacturing process. It measures and reports on its direct and indirect emissions but does not do so for its entire supply chain and it does not use any widely accepted tools to guide measurement and reporting on its carbon emissions. It has made a public commitment to reduce its carbon emissions by 40% by the year 2020 and it has taken meaningful action on meeting its carbon reduction target. It complies with a Restricted Substances List however it has made no commitment to eliminate hazardous chemicals from its supply chain. It measures and reports on water usage and wastewater management and publicly reports on targets.  Its labour rating is 'good' based on the 2017 Ethical Fashion Report. This looks at criteria including payment of a living wage, transparency and worker empowerment. It received the top score for its Supplier Code of Conduct included in its supplier contracts. It also traces most of its supply chain including all of its final stage, most of its inputs and some or none of its raw material stages. It publicly lists some of its suppliers and it ensures that no subcontracting occurs or that all subcontracted production adheres to code standards. It audits most of its traced facilities over a two-year period across its entire supply chain however it has very few worker empowerment initiatives. It received a good score in relation to implementing a living wage or improving wages across its supply chain.  This brand does not use any animal derived materials. Since the brand makes products that are generally free of animal materials, we haven't awarded points. The total score is calculated from environment and labour scores only.  Wonderbra is rated 'It's a start' based on information from the 2017 Ethical Fashion Report and our own research.",March 2017,March,2017
https://directory.goodonyou.eco/brand/leggs,"tops, knitwear, swimwear, plus-size",L'eggs,It's a start,$,United States,null,L'eggs traces most of its supply chain but does not use eco-friendly materials,3,4,null,"L'eggs is owned by Hanesbrands Incorporated. Its environment rating is 'it's a start'. It does not use eco-friendly materials but it recycles some off-cuts created during the manufacturing process. It measures and reports on its direct and indirect emissions but does not do so for its entire supply chain and it does not use any widely accepted tools to guide measurement and reporting on its carbon emissions. It has made a public commitment to reduce its carbon emissions by 40% by the year 2020 and it has taken meaningful action on meeting its carbon reduction target. It complies with a Restricted Substances List however it has made no commitment to eliminate hazardous chemicals from its supply chain. It measures and reports on water usage and wastewater management and publicly reports on targets.  Its labour rating is 'good' based on the 2017 Ethical Fashion Report. This looks at criteria including payment of a living wage, transparency and worker empowerment. It received the top score for its Supplier Code of Conduct included in its supplier contracts. It also traces most of its supply chain including all of its final stage, most of its inputs and some or none of its raw material stages. It publicly lists some of its suppliers and it ensures that no subcontracting occurs or that all subcontracted production adheres to code standards. It audits most of its traced facilities over a two-year period across its entire supply chain however it has very few worker empowerment initiatives. It received a good score in relation to implementing a living wage or improving wages across its supply chain.  This brand does not use any animal derived materials. Since the brand makes products that are generally free of animal materials, we haven't awarded points. The total score is calculated from environment and labour scores only.  L'eggs is rated 'It's a start' based on information from the 2017 Ethical Fashion Report and our own research.",March 2017,March,2017
https://directory.goodonyou.eco/brand/bali,"tops, knitwear, swimwear, plus-size",Bali,It's a start,$,United States,null,Bali traces most of its supply chain but does not use eco-friendly materials,3,4,null,"Bali is owned by Hanesbrands Incorporated. Its environment rating is 'it's a start'. It does not use eco-friendly materials but it recycles some off-cuts created during the manufacturing process. It measures and reports on its direct and indirect emissions but does not do so for its entire supply chain and it does not use any widely accepted tools to guide measurement and reporting on its carbon emissions. It has made a public commitment to reduce its carbon emissions by 40% by the year 2020 and it has taken meaningful action on meeting its carbon reduction target. It complies with a Restricted Substances List however it has made no commitment to eliminate hazardous chemicals from its supply chain. It measures and reports on water usage and wastewater management and publicly reports on targets.  Its labour rating is 'good' based on the 2017 Ethical Fashion Report. This looks at criteria including payment of a living wage, transparency and worker empowerment. It received the top score for its Supplier Code of Conduct included in its supplier contracts. It also traces most of its supply chain including all of its final stage, most of its inputs and some or none of its raw material stages. It publicly lists some of its suppliers and it ensures that no subcontracting occurs or that all subcontracted production adheres to code standards. It audits most of its traced facilities over a two-year period across its entire supply chain however it has very few worker empowerment initiatives. It received a good score in relation to implementing a living wage or improving wages across its supply chain.  This brand does not use any animal derived materials. Since the brand makes products that are generally free of animal materials, we haven't awarded points. The total score is calculated from environment and labour scores only.  Bali is rated 'It's a start' based on information from the 2017 Ethical Fashion Report and our own research.",March 2017,March,2017
https://directory.goodonyou.eco/brand/bobo-choses,"tops, dresses, knitwear, swimwear",Bobo Choses,It's a start,$$,Spain,Worldwide,Bobo Choses is a clothing brand that features a wide selection of organic children's clothes.,3,4,2,"Bobo Choses' environment rating is 'it's a start'. It uses a medium proportion of eco-friendly materials including organic cotton. There is no evidence it minimises textile waste. There is no evidence it avoids chromium and other chemicals in the leather tanning process. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'good'. Its final stage of production is undertaken in the European Union, a low/medium risk region for labour abuse. It states it has a Code of Conduct but it does not publicly share it. It traces most of its supply chain. It is unclear whether it ensures payment of a living wage in its supply chain.  Its animal rating is 'not good enough'. It uses leather, wool and exotic animal hair. It does not use fur, down, exotic animal skin or angora.  Bobo Choses is rated 'It's a start' overall.",March 2021,March,2021
https://directory.goodonyou.eco/brand/the-boyandi,"tops, dresses",null,null,null,null,null,null,null,null,null,null,null,null,null
https://directory.goodonyou.eco/brand/closed,"tops, denim, dresses, knitwear, plus-size, shoes",CLOSED,It's a start,$$,Germany,Worldwide,CLOSED is a German brand that produces jeans and other ready-to-wear around the globe.,4,3,2,"CLOSED's environment rating is 'good'. It uses a medium proportion of eco-friendly materials including recycled materials. It mostly manufactures locally to reduce its carbon footprint. There is no evidence it minimises the use of solvent-based chemicals in its shoe production. It reduces its water use by using waterless digital printing technology.  Its labour rating is 'it's a start'. It has a Code of Conduct that covers all of the ILO Four Fundamental Freedoms principles. It monitors health and safety issues by visiting all of its final stage of production suppliers. There is no evidence it ensures payment of a living wage in its supply chain. It traces most of its supply chain.  Its animal rating is 'not good enough'. It uses leather, exotic animal hair and silk. It states that it sources wool from non-mulesed sheep. It does not use fur, down, exotic animal skin or angora.  CLOSED is rated 'It's a start' overall.",August 2020,August,2020
https://directory.goodonyou.eco/brand/faithfull-the-brand,"tops, dresses, swimwear, plus-size",Faithfull the Brand,It's a start,$$,Indonesia,Worldwide,"Faithfull the Brand is a collection of effortless pieces designed to be versatile and easy, made with the modern traveller in mind.",2,4,4,Faithfull the Brand's environment rating is 'not good enough'. There is no evidence it minimises textile waste. It makes products by hand to reduce its climate impact. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. There is no evidence it minimises packaging.  Its labour rating is 'good'. It provides jobs for workers from disadvantaged communities. It traces some of its supply chain. It is unclear whether it ensures payment of a living wage in its supply chain.  Its animal rating is 'good'. It does not use any animal products but it does not state that it's vegan.  Faithfull the Brand is rated 'It's a start' overall.,August 2020,August,2020
https://directory.goodonyou.eco/brand/samuji,"tops, dresses, knitwear",Samuji,It's a start,$$,Finland,Worldwide,"Samuji is a creative studio and design house based in Helsinki, Finland that features pieces with simple functionality and timelessness.",4,3,3,"Samuji's environment rating is 'good'. It uses a medium proportion of eco-friendly materials including repurposed materials. It reuses some of its offcuts to minimise textile waste. There is no evidence it is taking specific steps to reduce its greenhouse gas emissions in its supply chain. However its use of eco-friendly materials reduces its climate impact and limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Most of its manufacturing is located in medium risk countries for labour abuse. It traces most of its supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It visits some of its suppliers regularly.  Its animal rating is 'it's a start'. It uses leather and exotic animal hair. It uses some recycled wool. It does not use fur, down, exotic animal skin or angora.  Samuji is rated 'It's a start' overall.",November 2020,November,2020
https://directory.goodonyou.eco/brand/colorful-standard,"tops, knitwear",colorful standard,It's a start,$$,Denmark,Worldwide,"Made and designed in Portugal, colorful standard is an organic essentials fashion brand. ",3,2,4,"colorful standard's environment rating is 'it's a start'. It uses a medium proportion of eco-friendly materials including organic cotton There is no evidence it minimises textile waste. It manufactures locally to reduce its carbon footprint. There is no evidence it minimises packaging.  Its labour rating is 'not good enough'. Its final stage of production is undertaken in Portugal, medium risk country for labour abuse. There is no evidence it has a Code of Conduct. There is no evidence it ensures payment of a living wage in its supply chain. There is no evidence it audits any of its supply chain.  Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It uses wool.  colorful standard is rated 'It's a start' overall.",April 2021,April,2021
https://directory.goodonyou.eco/brand/salty-swimwear,"tops, swimwear",Salty Swimwear,It's a start,$$,Australia,Worldwide,Salty Swimwear is an Australian brand that features the latest bikini styles and trendsÂ ,4,2,null,"Salty Swimwear's environment rating is 'good'. It uses a high proportion of eco-friendly materials including recycled materials. It makes products by hand to reduce its climate impact. There is no evidence it minimises textile waste when manufacturing its products. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'not good enough'. There is no evidence it has a Code of Conduct but it does have a formal statement covering workers rights. It sources its final stage of production from countries with high risk of labour abuse . There is no evidence it ensures payment of a living wage in its supply chain. It traces most of its supply chain including all of the final stage of production. It visits its suppliers but does not state how often.  This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only. Salty Swimwear is rated 'It's a start' overall.",November 2020,November,2020
https://directory.goodonyou.eco/brand/nicole-bridger,"tops, dresses, knitwear, suits",Nicole Bridger,It's a start,$$,Worldwide,null,Nicole Bridger is a Canadian fashion line that offers clothing & accessories for women who want to look effortlessly chic while maintaining a commitment to the earth and its people,3,3,4,"Nicole Bridger's environment rating is 'it's a start'. It uses a small proportion of eco-friendly materials including organic cotton and Tencel and a high proportion of non-eco-friendly materials including modal. It manufactures some products locally to reduce its carbon footprint and uses some Bluesign certified fabrics to limit its use of hazardous chemicals. However there is no evidence that it has adequate policies or initiatives on energy use, carbon emissions, water usage and wastewater management. Its labour rating is 'it's a start'. It addresses workers’ rights in a formal statement but does not mention a Code of Conduct. A large amount of its final stage of production is done in Canada, a low risk country for labour rights. It also sources from countries with high or extreme risk of labour abuse but attempts to address those risks through actively seeking suppliers with Fair Trade accreditation. However it does not provide any information on its suppliers or their certifications. It traces suppliers in its supply chain but it is unclear to what extent. It self-audits the local part of its supply chain but does not mention auditing for the rest of its supply chain.  Its animal rating is 'good'. It does not use fur, down, angora, leather, wool or exotic animal skin or hair. However it uses cashmere and alpaca.  Nicole Bridger is rated 'It's a start' based on information from our own research.",March 2017,March,2017
https://directory.goodonyou.eco/brand/ekn-footwear,"tops, shoes",ekn footwear,It's a start,$$,Germany,Worldwide,ekn footwear is a brand that believes in walking clean in a dirty world.,3,3,3,"ekn footwear's environment rating is 'it's a start'. It uses some eco-friendly materials including recycled materials. It manufactures locally to reduce its carbon footprint. It has a limited production run to minimise textile waste. There is no evidence it minimises the use of solvent-based chemicals in its shoe production. Its labour rating is 'it's a start'. Its final stage of production is undertaken in Portugal, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct. There is no evidence it ensures payment of a living wage in its supply chain. It visits its suppliers regularly.  Its animal rating is 'it's a start'. It does not use fur, down, exotic animal skin, exotic animal hair or angora. It uses leather.  ekn footwear is rated 'It's a start' overall.",February 2021,February,2021
https://directory.goodonyou.eco/brand/noisy-may,"tops, dresses",Noisy may,It's a start,$,Denmark,Europe,Noisy may has good policies to audit suppliers but has not set specific targets to reduce its greenhouse gas emissions,2,4,4,"Noisy may is owned by Bestseller.   Its environment rating is 'not good enough'. It is a member of the Better Cotton Initiative. It has fast fashion traits such as on trend styles and regular new arrivals. There is no evidence of a current greenhouse gas emissions reduction target. There is no evidence that it has taken any meaningful action to reduce or eliminate hazardous chemicals. It has a current qualitative water target or goal.   Its labour rating is 'good'. It is a member of the Ethical Trading Initiative - ETI and has adopted the ETI base code. It is a signatory to the Bangladesh Building and Fire Safety Accord. It has a project to improve wages in a part of its supply chain. It traces some of its supply chain including all of its final stage of production.   Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin and angora. However it uses exotic animal hair. It states that it sources wool from non-mulesed sheep.   Noisy may is rated 'It's a start' based on information from our own research.",June 2018,June,2018
https://directory.goodonyou.eco/brand/alexander-mcqueen,"tops, dresses, knitwear, shoes, bags",Alexander McQueen,It's a start,$$$,United Kingdom,Worldwide,Alexander McQueen has good policies to reduce its greenhouse gas emissions but is not taking adequate steps to ensure payment of a living wage for its workers.,4,2,3,"Alexander McQueen is owned by Kering.  Its environment rating is 'good'. It has set a science-based target to reduce greenhouse gas emissions generated from its own operations and supply chain and it is on track to meet its target. It has a policy approved by CanopyStyle to prevent deforestation of ancient and endangered forests in its supply chain. It does not use eco-friendly materials. It reduces chromium and other hazardous chemicals from the leather tanning processes.  Its labour rating is 'not good enough'. Most of its final stage of production is undertaken in Italy, a medium risk country for labour abuse. It received a score of 41-50% in the Fashion Transparency Index. It likely publishes information about its supplier policies, audits and remediation processes. It publishes a detailed list of suppliers in the final stage of production and some information about the second stage of production. It may be publishing some information about forced labour, gender equality or freedom of association. There is no evidence it ensures payment of a living wage in its supply chain. It discloses policies to protect suppliers and workers in its supply chain from the impacts of COVID-19.  Its animal rating is 'it's a start'. It has a robust policy to ensure animal welfare in its supply chain. It uses leather and exotic animal hair. It states that it sources wool from non-mulesed sheep. It does not use angora, fur, down or exotic animal skin. It traces most animal products to the first stage of production.  Alexander McQueen is rated 'It's a start' overall.",August 2020,August,2020
https://directory.goodonyou.eco/brand/beaton,"tops, dresses",BEATON,It's a start,$$,Canada,Worldwide,"Beaton is a collection of linen basics in seasonless silhouettes, released in small collections.",3,2,4,"BEATON's environment rating is 'it's a start'. There is no evidence it minimises packaging. It manufactures locally to reduce its carbon footprint. It uses a limited production run to minimise textile waste. It is unclear whether is uses low impact non-toxic dyes in its products. Its labour rating is 'not good enough'. Its final stage of production is undertaken in Canada, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct. There is no evidence it ensures payment of a living wage in its supply chain. There is no evidence it audits any of its supply chain.  Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It uses wool.  BEATON is rated 'It's a start' based on information from our own research.",April 2020,April,2020
https://directory.goodonyou.eco/brand/nau,"tops, dresses, knitwear",Nau,It's a start,$$$,United States,null,"Nau creates premium apparel that blends technical performance & modern design, crafted from sustainably sourced materials",5,2,4,"Nau is owned by BlackYak. Nau's environment rating is 'great'. It uses a high proportion of eco-friendly materials including organic cotton, Tencel and mechanically recycled polyester to create high-quality, long-lasting products. It does not seem to take specific steps to reduce energy use and carbon emissions, however its use of eco-friendly materials reduces its climate impact as well as the amount of chemicals, water and wastewater used in production. It supports advocacy for better environmental outcomes by raising money for organisations who are creating lasting environmental change, including People for Bikes and the Conservation Alliance.  Its labour rating is 'not good enough'. It does not publish sufficient relevant information about its labour policies to give a higher rating. As a shopper you have the right to know how its products impact on its labour practices.  Its animal rating is 'good'. It uses wool from non-mulesed sheep and alpaca without specifying its sources. It also uses recycled down. It does not use leather, angora, fur or exotic animal skin or hair.  Nau is rated 'It's a start' based on information from our own research.",September 2017,September,2017
https://directory.goodonyou.eco/brand/eagle-creek,"tops, bags",Eagle Creek,It's a start,$$,United States,United States,Eagle Creek has made a public commitment to reduce greenhouse gas emissions but is not taking adequate steps to ensure payment of a living wage for its workers.,3,2,4,"Eagle Creek is owned by VF Corporation. Its environment rating is 'it's a start'. It uses some eco-friendly materials including recycled materials. It has set an absolute target to reduce greenhouse gas emissions generated from its own operations and supply chain but there is no evidence it is on track to meet its target. It uses recycled packaging. There is no evidence it minimises textile waste when manufacturing its products. Its labour rating is 'not good enough'. None of its supply chain is certified by labour standards which ensure worker health and safety, living wages or other labour rights. It received a score of 51-60% in the Fashion Transparency Index. It likely publishes detailed information about its supplier policies, audits and remediation processes. It publishes a detailed list of suppliers in the final stage of production and some information about the findings of supplier audits. It publishes some information about forced labour, gender equality or freedom of association. There is no evidence it ensures payment of a living wage in most of its supply chain. It discloses policies to protect suppliers in its supply chain from the impacts of COVID-19 but not workers. Its animal rating is 'good'. It has a formal animal welfare policy aligned with Five Freedoms. It does not use leather, wool, down, angora, exotic animal skin or exotic animal hair. It uses silk.  Eagle Creek is rated 'it's a start' overall.",August 2020,August,2020
https://directory.goodonyou.eco/brand/miranda-bennett-studio,"tops, dresses",Miranda Bennett Studio,It's a start,$$,United States,Worldwide,"Miranda Bennett Studio is collection of modern, sustainably, plant-dyed apparel made in the USA.",4,3,3,"Miranda Bennett Studio's environment rating is 'good'. It uses some eco-friendly materials. It uses low impact non-toxic dyes in most of its products. It manufactures locally to reduce its carbon footprint. It reuses its offcuts to minimise textile waste. Its labour rating is 'it's a start'. Its final stage of production is undertaken in the USA, a medium risk country for labour rights. There is no evidence it ensures payment of a living wage in its supply chain. It traces most of its supply chain. There is no evidence it audits its supply chain. Its animal rating is 'it's a start'. It does not use fur, down, exotic animal skin, exotic animal hair or angora. It uses leather, wool and silk.  Miranda Bennett Studio is rated 'It's a start' based on information from our own research.",April 2020,April,2020
https://directory.goodonyou.eco/brand/roopa,"tops, dresses",Roopa,It's a start,$$$,United States,Worldwide,"Beautiful garments created from natural fibres, lovingly handcrafted using time-honoured traditions.",3,3,4,"Roopa's environment rating is 'it's a start'. There is no evidence it minimises textile waste. It uses low impact non-toxic dyes in all of its products. There is no evidence it minimises packaging. It makes products by hand to reduce its climate impact Its labour rating is 'it's a start'. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It sources its final stage of production from countries with extreme risk of labour abuse. It ensures payment of a living wage in the final stage of production. It traces some of its supply chain including all of the final stage of production.  Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It uses wool and silk.  Roopa is rated 'It's a start' based on information from our own research.",November 2019,November,2019
https://directory.goodonyou.eco/brand/awakind-sleepwear,"tops, dresses, sleepwear",Awakind Sleepwear,It's a start,$$,Australia,Worldwide,Awaking Sleepwear features the latest range of kids organic cotton pyjamas and bed sets.,4,2,null,"Awakind Sleepwear's environment rating is 'good'. It uses a high proportion of eco-friendly materials including organic cotton. It manufactures locally to reduce its carbon footprint. There is no evidence it implements water reduction initiatives. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production. Its labour rating is 'not good enough'. Its final stage of production is undertaken in Australia, a low risk country for labour abuse. There is no evidence it has a Code of Conduct. There is no evidence it ensures payment of a living wage in its supply chain. There is no evidence it audits any of its supply chain.  This brand makes products that are generally free of animal materials so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only. Awakind Sleepwear is rated 'It's a start' overall.",November 2020,November,2020
https://directory.goodonyou.eco/brand/united-by-blue,"tops, dresses, knitwear",United By Blue,It's a start,$$,United States,Worldwide,United By Blue is an outdoor brand focused on ocean conservation.,4,3,2,"United By Blue's environment rating is 'good'. It uses a medium proportion of eco-friendly materials including Global Organic Textile Standard (GOTS) cotton. It uses renewable energy in its supply chain to reduce its climate impact. There is no evidence it minimises textile waste in its supply chain. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. There is no evidence it investigates and reports on safety incidents. It sources its final stage of production from countries with extreme risk of labour abuse. It traces most of its supply chain including all of the final stage of production. It ensures payment of a living wage in some of its supply chain but does not specify what percenatge.  Its animal rating is 'not good enough'. It uses leather, wool and exotic animal hair. It does not use fur, exotic animal skin or angora.  United By Blue is rated 'It's a start' based on information from our own research.",February 2020,February,2020
https://directory.goodonyou.eco/brand/funktion-schnitt,"tops, plus-size","FUNKTION SCHNITT,",It's a start,$$,Germany,Worldwide,"FUNKTION SCHNITT, is a German brand that features the best fashion for men and women made from high quality materials including merion wool and organic cotton.",3,3,3,"FUNKTION SCHNITT,'s environment rating is 'it's a start'. It uses a medium proportion of eco-friendly materials including organic cotton. There is no evidence it minimises textile waste. There is no evidence it minimises packaging. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Its final stage of production is undertaken in Portugal, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct. There is no evidence it ensures payment of a living wage in its supply chain. It traces most of its supply chain.  Its animal rating is 'it's a start'. It does not use fur, leather, down or exotic animal skin. It uses wool and exotic animal hair.  FUNKTION SCHNITT, is rated 'It's a start' overall.",March 2021,March,2021
https://directory.goodonyou.eco/brand/coralie-marabelle,"tops, denim, dresses, knitwear",Coralie Marabelle,It's a start,$$,France,Worldwide,Coralie Marabelle is a french womenswear label based in Paris,3,2,4,"Coralie Marabelle's environment rating is 'it's a start'. It uses few eco-friendly materials. It manufactures locally to reduce its carbon footprint. It has a limited production run to minimise textile waste. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals.  Its labour rating is 'not good enough'. Its final stage of production is undertaken in France, a medium risk country for labour abuse. There is no evidence it has a Code of Conduct. There is no evidence it ensures payment of a living wage in its supply chain. There is no evidence it audits any of its supply chain.  Its animal rating is 'good'. It does not use fur, leather, down, exotic animal skin, exotic animal hair or angora. It uses wool and silk.  Coralie Marabelle is rated 'It's a start' based on information from our own research.",February 2020,February,2020
https://directory.goodonyou.eco/brand/corinne,"tops, dresses, knitwear",Corinne,It's a start,$$,United States,Worldwide,"Corinne is a collection all about individuality and versatility, featuring casual knits with minimal details.",2,4,4,Corinne's environment rating is 'not good enough'. There is no evidence it minimises textile waste. It manufactures locally to reduce its carbon footprint. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. There is no evidence it implements water reduction initiatives.  Its labour rating is 'good'. All of its products are manufactured in-house by the owner. It traces most of its supply chain including all of the second stage of production. There is no evidence it audits the second stage of production.  Its animal rating is 'good'. It does not use any animal products but it does not state that it's vegan.  Corinne is rated 'It's a start' overall.,January 2021,January,2021
https://directory.goodonyou.eco/brand/suk-workwear,"tops, suits",Sük Workwear,It's a start,$,Australia,Worldwide,"Sük Workwear is a Melbourne based brand that curates ethically made workwear, celebrating all workers as worthy.",2,4,4,Sük Workwear's environment rating is 'not good enough'. It does not use eco-friendly materials. Its products are Oeko-Tex Standard 100 certified. There is no evidence it reduces its carbon and other greenhouse gas emissions. There is no evidence it minimises textile waste.  Its labour rating is 'good'. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It uses Fairtrade International - Small Producers Organisations cotton. It sources its final stage of production from countries with extreme risk of labour abuse. It traces most of its supply chain. It visits its suppliers regularly. It ensures payment of a living wage in some of its supply chain but does not specify what percentage.  Its animal rating is 'good'. It does not use any animal products but it does not state that it's vegan.  Sük Workwear is rated 'It's a start' overall.,October 2020,October,2020
https://directory.goodonyou.eco/brand/able,"tops, denim, dresses, knitwear, shoes, bags",Able,It's a start,$$,United States,Worldwide,ABLE works with communities all over the world to stop the cycle of poverty by producing slow fashion and paying a living wage to women who have often overcome extraordinary circumstances.,2,5,4,"Able's environment rating is 'not good enough'. There is no evidence it minimises waste. It makes its products by hand to reduce its climate impact. There is no evidence that it has taken meaningful action to reduce or eliminate hazardous chemicals. There is no evidence that it implements water reduction initiatives.  Its labour rating is 'great'. It has a mission to improve social conditions and empower workers from disadvantaged communities. It ensures payment of a living wage in its final stage of production. It traces most of its supply chain. It visits its suppliers regularly.  Its animal rating is 'good'. It does not use fur, wool, down, exotic animal skin, exotic animal hair or angora. It uses leather.  Able is rated 'It's a start' based on information from our own research.",December 2019,December,2019
https://directory.goodonyou.eco/brand/paris-georgia,"tops, dresses",Paris Georgia,It's a start,$$,France,Worldwide,Paris Georgia is a New Zealand based brand that is a reflection and reaction to the discerning women who form its community.,3,3,2,"Paris Georgia's environment rating is 'it's a start'. It uses a medium proportion of eco-friendly materials including deadstock materials. It manufactures locally to reduce its carbon footprint. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production.  Its labour rating is 'it's a start'. Most of its manufacturing is located in New Zealand, a low risk country for labour abuse There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It traces most of its supply chain. There is no evidence it ensures payment of a living wage in its supply chain.  Its animal rating is 'not good enough'. It uses leather, wool and exotic animal hair. It does not use fur, down, exotic animal skin or angora.  Paris Georgia is rated 'It's a start' overall.",November 2020,November,2020
https://directory.goodonyou.eco/brand/orientavida,"tops, bags",Orientavida,It's a start,$$,Brazil,null,"Orientavida's mission is to defend and guarantee the rights of low-income individuals and families in situations of vulnerability and social risk, in order to minimize social injustices.",2,4,4,Orientavida's environment rating is 'not good enough'. There is no evidence it minimises textile waste. It makes products by hand to reduce its climate impact. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. There is no evidence it implements water reduction initiatives.  Its labour rating is 'good'. It is an NGO with a mission to improve social conditions in Brazil. It traces some of its supply chain. It is unclear whether it ensures payment of a living wage in its supply chain.  Its animal rating is 'good'. It does not use any animal products but it does not state that it's vegan.  Orientavida is rated 'It's a start' overall.,November 2020,November,2020
https://directory.goodonyou.eco/brand/leanne-marshall,"tops, dresses",Leanne Marshall,It's a start,$$$,United States,Worldwide,Leanne Marshall offers modern wedding dresses that are sustainably handmade in NY.,3,3,null,"Leanne Marshall's environment rating is 'it's a start'. It uses few eco-friendly materials. It recycles all of its offcuts to minimise textile waste. It manufactures locally to reduce its carbon footprint. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. There is no evidence it implements water reduction initiatives.  Its labour rating is 'it's a start'. Its final stage of production is undertaken in the USA, a medium risk country for labour abuse. It traces some of its supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It visits its suppliers regularly.  This brand makes products that are generally free of animal materials other than silk. We have not rated its impact on animals. The overall rating is based on environment and labour scores only.  Leanne Marshall is rated 'It's a start' overall.",April 2021,April,2021
https://directory.goodonyou.eco/brand/aymara-textiles,"tops, bags",Aymara Textiles,It's a start,$$,Australia,"Australia, New Zealand","Aymara Textiles is a brand that works directly with the Aymara and Quechua communities to keep their traditions alive by sharing their artwork in Australia, and allowing new generations to become involved in this practice.",3,3,3,"Aymara Textiles's environment rating is 'it's a start'. It uses some eco-friendly materials including organic cotton. There is no evidence it minimises textile waste. It uses low impact non-toxic dyes in all of its products. It makes products by hand to reduce its climate impact.  Its labour rating is 'it's a start'. There is no evidence it has a Code of Conduct but it has a formal statement covering workers rights. It sources its final stage of production from countries with extreme risk of labour abuse. There is no evidence it ensures payment of a living wage in its supply chain. It traces most of its supply chain.  Its animal rating is 'it's a start'. It does not use fur, leather, down, exotic animal skin or angora. It uses wool and exotic animal hair.  Aymara Textiles is rated 'It's a start' overall.",September 2020,September,2020
